q_idx,seed,correct_answer,in_beam_top100,beam_rank,detected_rel,n_filtered,correct_in_filtered,final_rank
909,Bad Johnson,Huck Botko,True,3,written_by,2,True,1
910,The Eiger Sanction,1986,True,40,release_year,3,True,3
911,Christmas in July,Japanese,False,0,in_language,4,False,0
912,Punch-Drunk Love,1997,True,8,release_year,19,True,3
913,The Little Shop of Horrors,Monte Hellman,True,2,written_by,6,True,1
914,Mike's Murder,Jane Fonda,False,0,starred_actors,2,False,0
915,Taken 2,Leonard Nimoy,True,11,starred_actors,46,True,0
916,Leave Her to Heaven,Mystery,True,1,has_genre,14,True,1
917,The Misadventures of Margaret,1999,True,3,release_year,2,True,1
918,Johnny Suede,1991,True,4,release_year,3,True,1
919,Last Stand at Saber River,Drama,True,1,has_genre,6,True,1
920,The Notebook,Don Johnson,True,4,starred_actors,44,True,2
921,Katzelmacher,Drama,True,2,has_genre,9,True,1
922,Head,Drama,False,0,has_genre,-1,False,0
923,Vacas,Drama,True,1,has_genre,7,True,1
924,"Mystery, Alaska",Drama,True,1,has_genre,10,True,1
925,Snitch,2008,False,0,release_year,3,False,0
926,Safe,Drama,True,1,has_genre,9,True,1
927,Merantau,Jason Eisener,True,8,directed_by,11,True,1
928,Wah-Wah,Jake Paltrow,False,0,written_by,13,False,0
929,Les Mistons,2006,False,0,release_year,3,False,0
930,The Ballad of Cable Hogue,Alain Resnais,False,0,directed_by,13,False,0
931,The Swindle,Jennifer Jones,True,5,starred_actors,26,True,1
932,The Men,1972,True,5,release_year,6,True,1
933,One Tough Cop,Anne Nelson,True,10,written_by,3,True,3
934,Seed,William Friedkin,True,7,directed_by,6,True,1
935,History Is Made at Night,French,True,11,in_language,2,True,1
936,Turn of Faith,Ridley Scott,False,0,directed_by,5,False,0
937,Clash of the Titans,Romance,True,1,has_genre,11,True,1
938,College Road Trip,Crime,True,2,has_genre,7,True,1
939,Copper Mountain,2000,False,0,release_year,4,False,0
940,"Monsters, Inc.",Julie Kavner,True,49,directed_by,24,True,9
941,Looking for Mr. Goodbar,Richard Brooks,True,7,directed_by,42,True,1
942,Fog Over Frisco,Ian Hunter,True,9,starred_actors,44,True,1
943,Live Free or Die,Michael Lehmann,False,0,directed_by,22,False,0
944,Dark House,1995,False,0,release_year,5,False,0
945,Hall Pass,Greg Coolidge,True,5,starred_actors,54,True,2
946,The Congress,Sarah Burns,True,3,directed_by,4,True,1
947,The Beast Within,1984,False,0,release_year,3,False,0
948,Looking for Comedy in the Muslim World,Albert Brooks,True,20,directed_by,29,True,2
949,Twisted,Craig Brewer,False,0,written_by,3,False,0
950,The Warriors,Walter Hill,True,1,directed_by,9,True,1
951,Little Children,1986,True,4,release_year,10,True,1
952,Beyond the Valley of the Dolls,Russ Meyer,True,1,written_by,5,True,1
953,"Tomorrow, When the War Began",Mark Ruffalo,True,27,written_by,8,True,7
954,Despicable Me,Steve Carell,True,4,starred_actors,51,True,1
955,The Strangers,Matthew Chapman,False,0,written_by,1,False,0
956,Swordfish,Victor Hugo,True,49,written_by,11,True,1
957,Machuca,Drama,True,17,has_genre,5,True,5
958,The Fiendish Plot of Dr. Fu Manchu,Family,True,1,has_genre,5,True,1
959,Heavenly Creatures,Mystery,True,1,has_genre,5,True,1
960,Troop Beverly Hills,1986,False,0,release_year,2,False,0
961,He Who Gets Slapped,1921,False,0,release_year,3,False,0
962,Gorky Park,Dick Maas,False,0,directed_by,7,False,0
963,Barricade,Mark A. Altman,True,6,written_by,6,True,2
964,The Agony and the Ecstasy,1941,True,4,release_year,1,True,1
965,Pearl Jam Twenty,Drama,True,2,has_genre,12,True,2
966,The Dog Problem,2003,False,0,release_year,2,False,0
967,Night Flight,Mystery,True,1,has_genre,12,True,1
968,Christmas Eve,Ward Bond,True,2,starred_actors,52,True,1
969,Pigskin Parade,Frank McDonald,False,0,directed_by,24,False,0
970,Maximum Overdrive,James Agee,True,9,written_by,25,True,4
971,Whiplash,Tom Gormican,False,0,directed_by,20,False,0
972,Inventing the Abbotts,1987,False,0,release_year,4,False,0
973,Splendor,Rose McGowan,True,1,starred_actors,5,True,1
974,Love with the Proper Stranger,German,True,25,in_language,8,True,1
975,Charlie Chan Carries On,1932,True,5,release_year,6,True,1
976,Hideaway,Action,True,5,has_genre,5,True,2
977,Tokyo Sonata,1993,True,3,release_year,4,True,1
978,Hannah and Her Sisters,Mystery,True,1,has_genre,11,True,1
979,The Search,1948,True,4,release_year,6,True,1
980,Paris When It Sizzles,Richard Martin Stern,False,0,written_by,10,False,0
981,Cooking with Stella,Rahul Khanna,True,3,starred_actors,15,True,3
982,The Glass Menagerie,1985,False,0,release_year,10,False,0
983,The Gingerbread Man,1993,False,0,release_year,3,False,0
984,Zeus and Roxanne,Curtis Hanson,True,38,written_by,43,True,0
985,The Vicious Kind,1980,True,2,release_year,4,True,1
986,The Terminator,Christopher Coppola,True,10,directed_by,13,True,1
987,The Story of Esther Costello,Charles Kaufman,True,1,written_by,3,True,1
988,Charlie's Country,2002,False,0,release_year,4,False,0
989,The Mountain Men,Mystery,True,1,has_genre,9,True,1
990,Daddy's Little Girls,Drama,True,1,has_genre,6,True,1
991,Trust,Michel Papet,True,7,written_by,11,True,4
992,Kiss and Make-Up,1935,True,4,release_year,7,True,1
993,Sound of My Voice,Zal Batmanglij,True,1,written_by,3,True,1
994,Left Behind,Mystery,True,2,has_genre,7,True,1
995,Little Shop of Horrors,1991,True,8,release_year,11,True,2
996,Angel on My Shoulder,German,True,40,in_language,1,True,1
997,Fantastic Four,Rod Holcomb,False,0,directed_by,31,False,0
998,The Sucker,1971,False,0,release_year,1,False,0
999,Panic Room,Horror,True,1,has_genre,9,True,1
1000,The Pyramid,Bryan Cranston,False,0,starred_actors,10,False,0
1001,Rocket Science,Stephen Sondheim,False,0,written_by,41,False,0
1002,Swimming Pool,Drama,True,3,has_genre,8,True,2
1003,No Such Thing,Drama,True,1,has_genre,5,True,1
1004,Sleepy Hollow,Horror,True,4,has_genre,10,True,2
1005,The Thief Who Came to Dinner,Comedy,True,2,has_genre,9,True,2
1006,Due Date,Billy Bob Thornton,True,6,starred_actors,16,True,1
1007,House of Strangers,Thomas Sterling,True,3,written_by,4,True,1
1008,In a World...,Thomas Lennon,True,44,directed_by,20,True,0
1009,The North Star,William Woods,True,7,directed_by,31,True,1
1010,The Brother from Another Planet,Irish,True,22,in_language,7,True,1
1011,The Milk of Sorrow,Peter Brosens,True,78,directed_by,25,True,0
1012,A Promise,Daniel Auteuil,False,0,starred_actors,47,False,0
1013,Night of Dark Shadows,Kate Capshaw,False,0,starred_actors,9,False,0
1014,Den ofrivillige golfaren,Lasse Åberg,True,8,written_by,25,True,2
1015,The Fourth State,2008,False,0,release_year,2,False,0
1016,North,1987,False,0,release_year,4,False,0
1017,Marie and Bruce,Wallace Shawn,True,18,starred_actors,56,True,7
1018,Coral Reef Adventure,Meryl Streep,False,0,starred_actors,59,False,0
1019,Dream with the Fishes,Finn Taylor,True,1,written_by,2,True,1
1020,Uncle Buck,Elizabeth McGovern,True,49,starred_actors,35,True,0
1021,Darling Lili,1952,True,37,release_year,7,True,2
1022,Orange County,Sean McGinly,True,4,written_by,32,True,1
1023,Violent Cop,Wesley Snipes,True,4,starred_actors,11,True,1
1024,Russian Roulette,German,True,21,in_language,2,True,1
1025,Red Lights,2001,False,0,release_year,3,False,0
1026,Dream Team 1935,Latvian,True,2,in_language,1,True,1
1027,The Grand Budapest Hotel,Short,True,1,has_genre,9,True,1
1028,World Without End,German,False,0,in_language,0,False,0
1029,The Buccaneer,1943,True,4,release_year,7,True,1
1030,The Grifters,Danish,True,19,in_language,3,True,1
1031,Harlequin,Mary Beth Hurt,True,4,directed_by,6,True,3
1032,Shadows Over Chinatown,Norman Foster,True,9,directed_by,33,True,1
1033,Ponyo,Kappei Yamaguchi,True,42,directed_by,3,False,0
1034,Chéri,1986,True,3,release_year,2,True,1
1035,Daddy's Little Girls,Ntozake Shange,True,11,directed_by,10,True,1
1036,Stop! Or My Mom Will Shoot,Arnold Schulman,True,22,directed_by,9,True,4
1037,Hoodwinked Too! Hood vs. Evil,Family,True,1,has_genre,13,True,1
1038,Invisible Agent,German,True,15,in_language,3,True,1
1039,Clockers,Al Pacino,True,4,written_by,25,True,2
1040,I Never Sang for My Father,Elia Kazan,False,0,directed_by,1,False,0
1041,Batman,Short,True,2,has_genre,7,True,2
1042,Inseparable,Curtis Hanson,True,3,written_by,2,True,2
1043,A Gathering of Old Men,1999,False,0,release_year,2,False,0
1044,Judy Berlin,2010,False,0,release_year,3,False,0
1045,The Last King of Scotland,English,False,0,in_language,0,False,0
1046,Calling Bulldog Drummond,1948,True,7,release_year,3,True,1
1047,The 40-Year-Old Virgin,Adam Sandler,True,8,starred_actors,47,True,3
1048,The Avengers,Kristen Connolly,True,8,starred_actors,20,True,2
1049,Hot Tub Time Machine 2,Adam Cooper,False,0,written_by,1,False,0
1050,A Moment of Innocence,Catherine Mary Stewart,True,12,starred_actors,4,True,2
1051,The Pawnbroker,Lamar Trotti,False,0,written_by,5,False,0
1052,Dust,Drama,True,1,has_genre,8,True,1
1053,The Guest,Sharni Vinson,True,4,starred_actors,5,True,4
1054,Poseidon,Sam Wood,False,0,directed_by,12,False,0
1055,Promise Me This,1998,True,39,release_year,6,True,3
1056,Juarez,Mystery,True,1,has_genre,8,True,1
1057,Being Flynn,Terry Gilliam,True,1,directed_by,1,True,1
1058,Network,1967,True,4,release_year,10,True,1
1059,Frankenhooker,R.A. The Rugged Man,True,6,written_by,3,True,2
1060,The Lucky One,Geoffrey Rush,True,14,directed_by,4,True,3
1061,Lion's Den,Drama,True,4,has_genre,8,True,3
1062,The Return of Ringo,Valerio Zurlini,True,4,written_by,1,True,1
1063,The Hunters,Swedish,True,6,in_language,6,True,2
1064,Chicago Joe and the Showgirl,Sean Bean,True,13,directed_by,4,False,0
1065,Brooklyn's Finest,Action,True,4,has_genre,8,True,3
1066,The Last King of Scotland,German,False,0,in_language,0,False,0
1067,Plaza Suite,Mystery,True,1,has_genre,9,True,1
1068,Smoke Signals,2002,False,0,release_year,2,False,0
1069,The Bride Wore Red,Mystery,True,1,has_genre,12,True,1
1070,And Then There Were None,Billy Wilder,False,0,directed_by,8,False,0
1071,Employee of the Month,2014,False,0,release_year,7,False,0
1072,Daddy's Little Girls,Cassi Davis,True,11,directed_by,10,True,1
1073,Chained,1991,False,0,release_year,2,False,0
1074,Elephant Boy,1939,True,7,release_year,17,True,1
1075,Monsignor,Mystery,True,1,has_genre,8,True,1
1076,"No Retreat, No Surrender",2002,True,4,release_year,4,True,2
1077,Strange Brew,Kelly Preston,True,56,starred_actors,39,True,0
1078,The Deal,French,True,71,in_language,3,True,3
1079,The War Wagon,Audie Murphy,False,0,starred_actors,44,False,0
1080,The North Star,1977,True,4,release_year,6,True,1
1081,The Wolf Man,Polish,True,64,in_language,6,True,5
1082,The Hurt Locker,1991,True,57,release_year,8,True,7
1083,Larry Crowne,French,True,35,in_language,3,True,3
1084,Caprice,Comedy,True,13,has_genre,12,True,5
1085,Our Beloved Month of August,2012,False,0,release_year,4,False,0
1086,Blue Collar,Sydney Pollack,True,4,directed_by,36,True,1
1087,Creature from the Haunted Sea,1995,True,13,release_year,18,True,2
1088,Proof of Life,1922,True,3,release_year,22,True,1
1089,The Stunt Man,1962,True,55,release_year,9,True,6
1090,Martha,Rainer Werner Fassbinder,True,5,starred_actors,5,True,2
1091,12 Days of Terror,Comedy,True,7,has_genre,3,True,2
1092,Sleeping with Other People,Comedy,True,4,has_genre,11,True,4
1093,Timecode,Swedish,True,10,in_language,2,True,1
1094,1941,Family,True,1,has_genre,2,True,1
1095,Rough Riders,Drama,True,1,has_genre,17,True,1
1096,As Good as It Gets,Mystery,True,1,has_genre,10,True,1
1097,Eaten Alive,Tobe Hooper,True,5,directed_by,11,True,1
1098,World War Z,Klingon,True,32,in_language,5,True,1
1099,The Locusts,Steve Faber,True,6,written_by,2,True,2
1100,The Public Eye,1991,True,4,release_year,1,True,1
1101,High Hopes,Drama,True,1,has_genre,11,True,1
1102,Vagabond,Agnès Varda,True,13,directed_by,24,True,1
1103,The Changeling,1991,False,0,release_year,7,False,0
1104,Three Wise Fools,Family,True,1,has_genre,13,True,1
1105,Cousins,1986,True,3,release_year,3,True,1
1106,The World of Kanako,Tetsuya Nakashima,True,4,directed_by,1,True,1
1107,The Wind,Drama,True,3,has_genre,10,True,3
1108,The Human Race,2002,False,0,release_year,4,False,0
1109,The Scarlet Empress,German,True,11,in_language,3,True,1
1110,Ski Patrol,Comedy,True,2,has_genre,10,True,2
1111,Road to Rio,Walter DeLeon,True,4,written_by,12,True,1
1112,Amy's Orgasm,Julie Davis,True,2,directed_by,1,True,1
1113,Awakenings,Val Kilmer,True,18,written_by,44,False,0
1114,Man to Man,Catherine Deneuve,False,0,starred_actors,61,False,0
1115,Up the River,Family,True,1,has_genre,11,True,1
1116,Golden Earrings,David Butler,True,9,directed_by,14,True,3
1117,Taps,1987,True,59,release_year,5,True,4
1118,They Might Be Giants,Romance,True,1,has_genre,15,True,1
1119,"The Birds, the Bees and the Italians",James Toback,True,7,directed_by,29,True,1
1120,Long Time Dead,Frank LaLoggia,True,20,directed_by,10,True,2
1121,The Lost Continent,Jack Gold,True,35,directed_by,33,True,0
1122,The Glenn Miller Story,1952,True,5,release_year,3,True,1
1123,A Walk Among the Tombstones,Mystery,True,1,has_genre,6,True,1
1124,We All Loved Each Other So Much,Pietro Germi,True,5,starred_actors,4,False,0
1125,Witch's Night Out,Gene Wilder,True,6,directed_by,5,True,2
1126,Cocktail,German,True,56,in_language,3,True,1
1127,Breaking Point,Ridley Scott,False,0,directed_by,1,False,0
1128,Disco Dancer,Mani Ratnam,True,5,written_by,2,True,1
1129,Somebody Up There Likes Me,German,True,73,in_language,4,True,2
1130,Chasers,George Froeschel,True,35,written_by,41,True,3
1131,The Castaway Cowboy,German,False,0,in_language,0,False,0
1132,Voyager,Russian,True,2,in_language,11,True,1
1133,A Face in the Crowd,1988,False,0,release_year,5,False,0
1134,Interiors,1994,True,5,release_year,7,True,2
1135,The Event,Drama,True,1,has_genre,10,True,1
1136,Damsels in Distress,Drama,True,3,has_genre,8,True,2
1137,Dog Soldiers,1995,False,0,release_year,3,False,0
1138,Fade to Black,Danny Moynihan,False,0,written_by,11,False,0
1139,Salome's Last Dance,Alexander Korda,True,12,directed_by,3,True,1
1140,And Then There Were None,Mystery,True,1,has_genre,10,True,1
1141,Sex Drive,1998,True,58,release_year,5,True,3
1142,A Million Ways to Die in the West,2007,True,63,release_year,15,True,7
1143,The Man with the Iron Fists,1922,True,4,release_year,16,True,1
1144,The Doors,Al Pacino,True,15,starred_actors,48,True,5
1145,Little Fauss and Big Halsy,Mystery,True,1,has_genre,7,True,1
1146,In My Country,Romance,True,2,has_genre,14,True,1
1147,Annie,1984,True,8,release_year,9,True,1
1148,The Sentinel,1967,True,24,release_year,10,True,5
1149,The Trouble with Harry,1935,True,5,release_year,16,True,1
1150,The Cop in Blue Jeans,Comedy,True,2,has_genre,3,True,1
1151,The Designated Mourner,2004,False,0,release_year,1,False,0
1152,Designing Woman,Romance,True,3,has_genre,7,True,2
1153,My Afternoons with Margueritte,Isabelle Adjani,True,12,starred_actors,48,True,5
1154,Buck and the Preacher,Action,True,58,has_genre,3,True,3
1155,The Thin Blue Line,Stephen Hawking,True,4,starred_actors,3,True,1
1156,Junior Bonner,Marc Norman,True,13,written_by,60,True,3
1157,Randy Rides Alone,Western,True,3,has_genre,2,True,1
1158,Action in the North Atlantic,Howard Lindsay,True,21,written_by,18,True,1
1159,Gods of the Plague,Rainer Werner Fassbinder,True,2,directed_by,22,True,1
1160,Gardens of Stone,E.Y. Harburg,True,4,directed_by,16,True,2
1161,Captain Kidd,German,True,20,in_language,4,True,1
1162,The Invisible Woman,Drama,True,1,has_genre,11,True,1
1163,Bringing Out the Dead,Gregory Peck,True,23,starred_actors,39,True,7
1164,The Trigger Effect,Mystery,True,1,has_genre,7,True,1
1165,Tenacious D in The Pick of Destiny,Jerusha Hess,True,55,written_by,44,True,0
1166,Harriet Craig,Swedish,False,0,in_language,1,False,0
1167,Scorchers,Deborah Foreman,False,0,starred_actors,56,False,0
1168,Once Upon a Time in the West,1986,True,15,release_year,16,True,2
1169,A Force of One,David Cronenberg,True,6,written_by,4,True,3
1170,Home Alone,Robert Silverberg,True,9,written_by,14,True,2
1171,Alien Nation,Old English,True,7,in_language,2,True,1
1172,Octopussy,Thomas Arslan,True,6,written_by,25,True,1
1173,The Wolf of Wall Street,Comedy,True,1,has_genre,14,True,1
1174,Seven Brides for Seven Brothers,1975,False,0,release_year,4,False,0
1175,The Paradine Case,Winston Graham,True,1,written_by,19,True,1
1176,Maurice,Taylor Kitsch,False,0,starred_actors,39,False,0
1177,Quartet,German,True,38,in_language,4,True,2
1178,A Blueprint for Murder,1961,True,6,release_year,3,True,1
1179,Boomerang,Angela Bassett,True,3,starred_actors,52,True,1
1180,Shout,Hilary Galanoy,True,10,directed_by,1,False,0
1181,Waking Madison,2006,True,16,release_year,29,True,8
1182,Memories of Underdevelopment,Comedy,True,1,has_genre,9,True,1
1183,Running,Mystery,True,1,has_genre,6,True,1
1184,The Amazing Spider-Man,Terry Gilliam,True,6,directed_by,14,True,1
1185,The Polar Express,Stephen King,True,13,written_by,19,True,4
1186,The Northerners,Alex van Warmerdam,True,1,starred_actors,2,True,1
1187,Heartbreak Hotel,Family,True,1,has_genre,6,True,1
1188,La Dolce Vita,Brigitte Bardot,True,4,directed_by,10,True,1
1189,Vacuuming Completely Nude in Paradise,Julian Fellowes,True,27,starred_actors,17,False,0
1190,The Sin of Madelon Claudet,Drama,True,5,has_genre,7,True,3
1191,Rosewood Lane,Drama,True,2,has_genre,9,True,2
1192,Blackmail,Hall Caine,True,13,starred_actors,4,False,0
1193,The Octagon,Giulio Petroni,True,6,starred_actors,21,False,0
1194,Nobody's Fool,Catherine Hardwicke,True,11,directed_by,22,True,2
1195,Clear History,German,True,23,in_language,1,True,1
1196,A Handful of Dust,1991,True,38,release_year,4,True,3
1197,Live from Baghdad,1986,True,35,release_year,4,True,2
1198,The Station Agent,Adam Sandler,True,8,starred_actors,76,True,1
1199,Not Forgotten,1990,True,4,release_year,8,True,1
1200,The Producers,Comedy,True,1,has_genre,10,True,1
1201,Saw,Brian Garfield,True,3,written_by,23,True,1
1202,Panic Room,1991,True,6,release_year,15,True,1
1203,Million Dollar Legs,Gregory Peck,True,72,written_by,42,True,0
1204,But Not for Me,Mystery,True,1,has_genre,6,True,1
1205,Susana,Benoît Jacquot,True,1,directed_by,5,True,1
1206,Murder on the Orient Express,Leslie Bricusse,False,0,written_by,52,False,0
1207,The Bad Sleep Well,Russian,True,4,in_language,1,True,1
1208,After Hours,1991,False,0,release_year,16,False,0
1209,Family Resemblances,Drama,False,0,has_genre,1,False,0
1210,Barfly,Mystery,True,19,has_genre,1,True,1
1211,The Monitor,1997,True,39,release_year,6,True,2
1212,Rock 'n' Roll High School,Sven Davison,False,0,written_by,4,False,0
1213,Something of Value,1968,True,4,release_year,3,True,1
1214,Slaves of New York,1991,True,3,release_year,2,True,1
1215,The Trespasser,1973,False,0,release_year,4,False,0
1216,The Phantom Carriage,Ingmar Bergman,False,0,written_by,4,False,0
1217,A Midsummer Night's Dream,Action,True,1,has_genre,7,True,1
1218,The Visit,German,True,51,in_language,6,True,4
1219,The Talented Mr. Ripley,Ruth Roman,True,13,starred_actors,28,True,4
1220,Green Dragon,Carl Ellsworth,False,0,written_by,1,False,0
1221,Sorority Wars,Amy Smart,False,0,starred_actors,3,False,0
1222,The Fatal Hour,Nick Grinde,True,4,starred_actors,3,False,0
1223,La Antena,Drama,True,5,has_genre,8,True,2
1224,Rocket Gibraltar,Drama,True,1,has_genre,11,True,1
1225,Man with the Gun,Bill Krohn,True,6,directed_by,8,True,2
1226,A Night at the Opera,Spanish,False,0,in_language,2,False,0
1227,The Incredible Hulk Returns,Jon Favreau,True,15,directed_by,7,True,2
1228,Borderline,1946,True,43,release_year,6,True,3
1229,Being Julia,German,True,7,in_language,3,True,1
1230,Immortal Beloved,Mark Goldblatt,True,6,directed_by,19,True,1
1231,Chimes at Midnight,Elia Kazan,True,1,directed_by,16,True,1
1232,The Night Flier,Stephen King,True,3,directed_by,23,True,1
1233,Command Decision,Drama,True,3,has_genre,5,True,2
1234,Laws of Attraction,English,True,83,in_language,6,True,5
1235,Armour of God,Chinese,True,28,in_language,9,True,1
1236,Wild Guitar,Ron Haydock,True,6,written_by,28,True,1
1237,Pyrates,1986,True,4,release_year,8,True,1
1238,Tokyo Joe,Romance,True,12,has_genre,11,True,3
1239,Looking Forward,Lawrence Edward Watkin,False,0,written_by,6,False,0
1240,Welcome to the Rileys,Jon Cryer,False,0,starred_actors,46,False,0
1241,Big Jake,Jim Brown,True,34,starred_actors,33,True,0
1242,I Like It Like That,2008,False,0,release_year,3,False,0
1243,The Story of Seabiscuit,David Butler,True,8,directed_by,6,True,1
1244,Burn!,Mason Hoffenberg,True,65,written_by,56,True,0
1245,Halls of Montezuma,Romance,True,1,has_genre,5,True,1
1246,International House,Seton I. Miller,False,0,written_by,28,False,0
1247,Hair,Tennessee Williams,True,60,written_by,33,True,0
1248,I'm Gonna Git You Sucka,2004,False,0,release_year,3,False,0
1249,The Biggest Bundle of Them All,German,True,14,in_language,5,True,1
1250,Marion Bridge,2013,False,0,release_year,3,False,0
1251,Trilogy of Terror,1949,True,4,release_year,3,True,1
1252,The Life and Death of Peter Sellers,Action,True,1,has_genre,7,True,1
1253,Ex-Lady,Drama,True,1,has_genre,8,True,1
1254,Wooden Crosses,German,True,4,in_language,3,True,1
1255,The Feathered Serpent,French,True,5,in_language,2,True,1
1256,Groundhog Day,Al Franken,True,4,written_by,20,True,1
1257,Dancing Lady,Drama,True,3,has_genre,7,True,2
1258,Calvaire,2003,False,0,release_year,4,False,0
1259,Cast a Deadly Spell,Crime,True,39,has_genre,4,True,2
1260,Silk,Michael Haneke,False,0,written_by,5,False,0
1261,Jolene,Portuguese,True,8,in_language,1,True,1
1262,Rogue Cop,Mystery,True,1,has_genre,14,True,1
1263,Married to the Mob,1986,False,0,release_year,4,False,0
1264,The Thrill of It All,1934,True,3,release_year,3,True,1
1265,Surviving Picasso,1987,False,0,release_year,2,False,0
1266,Teachers,1962,True,3,release_year,23,True,1
1267,"Kiss Me, Guido",Comedy,True,3,has_genre,8,True,2
1268,Monty Python and the Holy Grail,Drama,True,1,has_genre,5,True,1
1269,Summer Wars,Japanese,True,1,in_language,4,True,1
1270,Pan's Labyrinth,1993,True,18,release_year,10,True,2
1271,True Confession,Morrie Ryskind,True,20,starred_actors,54,False,0
1272,Boyhood,Drama,True,1,has_genre,12,True,1
1273,Knockaround Guys,Russian,True,29,in_language,9,True,2
1274,Dragnet,Norwegian,False,0,in_language,0,False,0
1275,Rabid,German,True,37,in_language,4,True,1
1276,Jesus' Son,English,False,0,in_language,0,False,0
1277,Frances Ha,Noah Baumbach,True,4,directed_by,6,True,1
1278,"Olivier, Olivier",1990,False,0,release_year,1,False,0
1279,The Golden Bowl,Christopher Reeve,True,7,starred_actors,6,True,1
1280,Fists in the Pocket,Italian,True,5,in_language,6,True,1
1281,The Woman on Pier 13,Mildred Gordon,True,10,written_by,41,True,1
1282,Without Love,C. Aubrey Smith,True,3,starred_actors,33,True,1
1283,Blood for Dracula,1991,True,56,release_year,28,True,8
1284,Pearl Harbor,Action,True,1,has_genre,12,True,1
1285,The Miracle of Morgan's Creek,Drama,True,1,has_genre,12,True,1
1286,Karate-Robo Zaborgar,Action,True,16,has_genre,8,True,8
1287,A Lesson in Love,Horror,True,1,has_genre,10,True,1
1288,The Iron Lady,Catherine Johnson,False,0,written_by,25,False,0
1289,Beverly Hills Cop,1963,True,6,release_year,13,True,1
1290,Antarctica,Drama,True,4,has_genre,11,True,3
1291,Body of Evidence,Brad Mirman,True,6,directed_by,6,True,4
1292,Ride in the Whirlwind,Karen Black,True,9,starred_actors,61,True,3
1293,Aurora,2005,False,0,release_year,3,False,0
1294,Killing Zoe,Old English,True,18,in_language,2,True,1
1295,Pumpkin,Declan Donnellan,False,0,directed_by,2,False,0
1296,Whisper of the Heart,Kappei Yamaguchi,True,51,written_by,21,False,0
1297,The Extra Man,Asa Butterfield,False,0,starred_actors,11,False,0
1298,Hammett,1990,False,0,release_year,3,False,0
1299,The Strangler,1966,False,0,release_year,2,False,0
1300,Seven Thieves,Grover Jones,False,0,written_by,9,False,0
1301,Sicko,Michael Moore,True,8,starred_actors,49,True,1
1302,Super Sucker,Jeff Daniels,True,3,starred_actors,40,True,2
1303,Dressed to Kill,1986,True,14,release_year,11,True,3
1304,Submarine,Joseph Kesselring,True,2,written_by,16,True,1
1305,Willow,Romance,True,3,has_genre,11,True,1
1306,Lemon Tree,Noah Stollman,True,5,written_by,2,True,1
1307,The Virgin Suicides,French,False,0,in_language,2,False,0
1308,Barry Munday,Spanish,False,0,in_language,0,False,0
1309,The Cardinal,1948,False,0,release_year,3,False,0
1310,A Song Is Born,Drama,True,2,has_genre,9,True,1
1311,Crazy Love,Matt Dillon,False,0,starred_actors,59,False,0
1312,The Holy Girl,Lucrecia Martel,True,7,written_by,1,True,1
1313,Gloria,Nick Cassavetes,True,22,directed_by,12,True,3
1314,Evil Dead II,1990,True,42,release_year,5,True,3
1315,Heist,Al Pacino,True,59,starred_actors,36,True,0
1316,Behind the Candelabra,1987,True,4,release_year,16,True,1
1317,"Sorry, Wrong Number",Mystery,True,2,has_genre,8,True,1
1318,Congorama,Philippe Falardeau,True,2,directed_by,1,True,1
1319,Heist,1991,True,51,release_year,14,True,2
1320,The Song of Sparrows,Majid Majidi,True,3,written_by,1,True,1
1321,Bad Words,Peter Glanz,False,0,directed_by,23,False,0
1322,The Train,1986,True,2,release_year,2,True,1
1323,Warm Bodies,Drama,True,1,has_genre,10,True,1
1324,The Stupids,Tom Hulce,False,0,starred_actors,74,False,0
1325,Keith,2006,False,0,release_year,1,False,0
1326,Down Terrace,Horror,False,0,has_genre,5,False,0
1327,Merrill's Marauders,Drama,True,1,has_genre,7,True,1
1328,We'll Never Have Paris,1994,True,10,release_year,24,True,3
1329,The Hindenburg,1961,False,0,release_year,3,False,0
1330,Dolphin Tale,1984,True,3,release_year,2,True,1
1331,Heart of Midnight,1991,False,0,release_year,3,False,0
1332,Warrior of the Lost World,1989,False,0,release_year,4,False,0
1333,The Other Side of the Mountain,Susan Walters,True,1,starred_actors,2,True,1
1334,Scarlet Diva,2004,False,0,release_year,5,False,0
1335,King Leopold's Ghost,Crime,True,40,has_genre,6,True,4
1336,The King's Speech,Mary Astor,True,31,starred_actors,45,True,6
1337,Just Buried,Action,True,2,has_genre,5,True,1
1338,Whose Life Is It Anyway?,Mystery,True,1,has_genre,11,True,1
1339,The House of the Seven Gables,1943,True,7,release_year,7,True,1
1340,All Mine to Give,Jean Negulesco,True,18,written_by,4,False,0
1341,Total Recall,Joe Eszterhas,True,15,written_by,27,True,8
1342,In Darkness,German,True,4,in_language,11,True,1
1343,Lullaby,French,False,0,in_language,0,False,0
1344,The Wind That Shakes the Barley,Spanish,True,3,in_language,11,True,1
1345,My Fair Lady,1953,True,5,release_year,21,True,1
1346,Once Were Warriors,Vincent Ward,False,0,written_by,44,False,0
1347,On the Road,1997,True,4,release_year,8,True,1
1348,Two Lives,Frank Capra,True,97,directed_by,26,True,0
1349,Thief of Hearts,Charles Lederer,False,0,written_by,4,False,0
1350,Requiem for a Dream,Japanese,False,0,in_language,0,False,0
1351,Seeking Justice,1990,True,27,release_year,18,True,7
1352,The Five Pennies,Romance,True,1,has_genre,9,True,1
1353,The Horse in the Gray Flannel Suit,English,True,12,in_language,3,True,1
